ID,Timestamp,Με τι είδος development ασχολείσαι επαγγελματικά αυτή την περίοδο;,Με ποιες γλώσσες προγραμματισμού δουλεύεις επαγγελματικά αυτή την περίοδο;,Πόσα χρόνια δουλεύεις επαγγελματικά ως προγραμματιστής;,Έχεις προσωπικά projects ή κάνεις freelancing πέρα από την κύρια εργασία σου;,Φύλλο;,Ποιος είναι ο τρόπος εργασίας;,Σε ποια πόλη μένεις;,Σε ποια πόλη δουλεύεις;,Τι μέγεθος είναι η εταιρεία που δουλεύεις;,Έχεις άτομα υπό την επίβλεψη σου;,Ποιό είναι το επίπεδο σπουδών σου;,"Ποιος είναι ο τίτλος του πτυχίου σου; (Αν έχεις παραπάνω από ένα, συμπλήρωσε τα)",Ποιος είναι ο ΕΤΗΣΙΟΣ ΚΑΘΑΡΟΣ μισθός σου σε €;,[Fixed] Ποιος είναι ο ΕΤΗΣΙΟΣ ΚΑΘΑΡΟΣ μισθός σου σε €;,[GROUP] Πόσα χρόνια δουλεύεις επαγγελματικά ως προγραμματιστής;,"[GROUP] Σε ποια πόλη δουλεύεις, Greece ή Abroad","[GROUP] Σε ποια πόλη δουλεύεις, Αττική ή Υπόλοιπη Ελλάδα",[NORMALIZED] Με ποιες γλώσσες προγραμματισμού δουλεύεις επαγγελματικά αυτή την περίοδο;,[GROUP] Το πτυχίο σου είναι σχετικό με τον τομέα της πληροφορική;,[NORMALIZED] Με τι είδος development ασχολείσαι επαγγελματικά αυτή την περίοδο;
157,3/2/2024 13:40:43,"Backend, Frontend, Desktop apps",C#,5,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Master,mechanical engineering ,28000,28000,5,Ελλάδα,Αττική,C#,Ναι,"Backend, Frontend, Desktop Apps"
158,3/2/2024 13:57:49,Backend,Java,2,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Πληροφορική ,14467,14467,2,Ελλάδα,Αττική,Java,Ναι,Backend
159,3/2/2024 14:49:40,Frontend,JavaScript,5,Ναι,Άντρας,Απομακρυσμένα,Ιωάννινα,Ιωάννινα,201 - 500,Όχι,Master,Μηχανικός Πληροφορικής,30000,30000,5,Ελλάδα,Υπόλοιπη Ελλάδα,JavaScript,Ναι,Frontend
160,3/2/2024 17:16:09,AI / ML,"Python, R",12,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Master,Business Analytics MSc,33000,33000,10+,Ελλάδα,Αττική,"Python, R",Ναι,AI / ML
161,3/2/2024 17:56:21,Backend,Java,1,Όχι,Άντρας,Απομακρυσμένα,Ιωάννινα,Atlanta,51 - 100,Όχι,Master,"Integrated Master in Computer Science and Engineering, University of Ioannina",20834,20834,1,Εξωτερικό,-,Java,Ναι,Backend
162,3/2/2024 18:04:31,"Backend, Frontend",JavaScript,1,Όχι,Άντρας,Στον χώρο του εργοδότη,Θεσσαλονίκη,Θεσσαλονίκη,11 - 50,Όχι,Bachelor's,Πληροφορική ,12000,12000,1,Ελλάδα,Υπόλοιπη Ελλάδα,JavaScript,Ναι,"Backend, Frontend"
163,3/2/2024 20:37:04,"Backend, DevOps","Python, Bash",12,Ναι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,London,501+,Όχι,Bachelor's,Μηχανικός Πληροφορικής κ Επικοινωνιών,100000,100000,10+,Εξωτερικό,-,"Python, Bash",Ναι,"Backend, SRE / DevOps"
164,3/2/2024 20:52:57,"Backend, Frontend","Java, JavaScript, PHP",3,Ναι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,101 - 200,Όχι,Bachelor's,Computer science,21000,21000,3,Ελλάδα,Υπόλοιπη Ελλάδα,"Java, JavaScript, PHP",Ναι,"Backend, Frontend"
165,3/2/2024 21:54:34,DevOps,"Python, Bash, Groovy",7,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Master,Electrical Engineering and IT,30000,30000,7,Ελλάδα,Αττική,"Python, Bash, Groovy",Ναι,SRE / DevOps
166,3/2/2024 23:45:57,Backend,SAP ABAP,2,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,Master,Μηχανικων Πληροφορικής και Υπολογιστών,1200,16800,2,Ελλάδα,Αττική,Abap,Ναι,Backend
167,3/3/2024 1:01:41,Site reliability engineering,"Python, PHP",1,Όχι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,51 - 100,Όχι,Bachelor's,Ηλεκτρολόγος Μηχανικός και Μηχανικός Υπολογιστών ,12161,12161,1,Ελλάδα,Υπόλοιπη Ελλάδα,"Python, PHP",Ναι,SRE / DevOps
168,3/3/2024 10:58:10,Embedded,"C, Python",2,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Zurich,101 - 200,Όχι,Bachelor's,Ηλεκτρολόγος μηχανικός και μηχανικός υπολογιστών,24611,24611,2,Εξωτερικό,-,"C, Python",Ναι,FPGA / ASIC / Embedded
169,3/3/2024 12:04:26,"Backend, Frontend","JavaScript, PHP",2,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,1 - 10,Όχι,ΙΕΚ,Τεχνικος εφαρμογων πληροφορικης,16000,16000,2,Ελλάδα,Αττική,"JavaScript, PHP",Ναι,"Backend, Frontend"
170,3/3/2024 13:02:30,"Backend, Frontend, DevOps",JavaScript,5,Ναι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,51 - 100,Ναι,Bachelor's,Μηχανικών Πληροφορικής Τ.Ε,21800,21800,5,Ελλάδα,Υπόλοιπη Ελλάδα,JavaScript,Ναι,"Backend, Frontend, SRE / DevOps"
171,3/3/2024 13:22:49,Backend,Java,2,Όχι,Άντρας,Απομακρυσμένα,-,Αθήνα,101 - 200,Όχι,Bachelor's,Ηλεκτρολόγος Μηχανικός και Μηχανικός Η/Υ,23000,23000,2,Ελλάδα,Αττική,Java,Ναι,Backend
172,3/3/2024 13:28:48,Backend,Go,2,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Ηλεκτρολόγος Μηχανικός και Μηχανικός Υπολογιστών,19096,19096,2,Ελλάδα,Αττική,Go,Ναι,Backend
173,3/3/2024 18:08:37,Backend,Python,1,Ναι,Άντρας,Και τα δύο,Hamburg,Hamburg,501+,Όχι,Bachelor's,Διοικητική Επιστήμη και Τεχνολογία,33600,33600,1,Εξωτερικό,-,Python,Όχι,Backend
174,3/4/2024 3:09:40,Frontend,TypeScript,1,Όχι,Άντρας,Απομακρυσμένα,Ηράκλειο,Αθήνα,101 - 200,Όχι,Bachelor's,επιστημης υπολογιστων,16100,16100,1,Ελλάδα,Αττική,TypeScript,Ναι,Frontend
175,3/4/2024 12:05:03,"Backend, Frontend","JavaScript, Apex",1,Ναι,Άντρας,Και τα δύο,Θεσσαλονίκη,,501+,Όχι,Bachelor's,Πτυχίο Εφαρμοσμένης Πληροφορικής ,12600,12600,1,Ελλάδα,Υπόλοιπη Ελλάδα,"JavaScript, Apex",Ναι,"Backend, Frontend"
176,3/4/2024 12:28:28,AI / ML,"Python, Bash",8,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Master,"bsc economics, msc data science and machine learning",27000,27000,8,Ελλάδα,Αττική,"Python, Bash",Ναι,AI / ML
177,3/4/2024 14:22:57,Backend,Java,18,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,101 - 200,Όχι,Master,Ηλ. Μηχ. & Μηχ. Η/Υ,32502,32502,10+,Ελλάδα,Αττική,Java,Ναι,Backend
178,3/6/2024 1:06:11,Mobile apps,Kotlin,17,Ναι,Άντρας,Και τα δύο,Αθήνα,,201 - 500,Ναι,Master,Techno-economics ,90000,90000,10+,Ελλάδα,Αττική,Kotlin,Όχι,Mobile Apps
179,3/6/2024 10:24:16,"Backend, Frontend",JavaScript,3,Όχι,Άντρας,Και τα δύο,Λευκωσια,Λευκωσια,11 - 50,Ναι,Bachelor's,Επιστημες υπολογιστων,24000,24000,3,Εξωτερικό,-,JavaScript,Ναι,"Backend, Frontend"
180,3/6/2024 12:12:12,Frontend,JavaScript,3,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,11 - 50,Όχι,Λύκειο,,22400,22400,3,Ελλάδα,Αττική,JavaScript,N/A,Frontend
181,3/6/2024 12:19:18,Mobile apps,Java,3,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,"Computer Science, Bachelor",18200,18200,3,Ελλάδα,Αττική,Java,Ναι,Mobile Apps
182,3/6/2024 12:44:26,Mobile apps,"Java, Swift",7,Ναι,Άντρας,Απομακρυσμένα,Ηράκλειο,Αθήνα,101 - 200,Όχι,Master,"Μηχανικών Πληροφορικής Bsc, Κοινωνικά Πληροφοριακά Συστήματα Msc",19600,19600,7,Ελλάδα,Αττική,"Java, Swift",Ναι,Mobile Apps
183,3/6/2024 12:45:41,Mobile apps,Kotlin,5,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,51 - 100,Όχι,Bachelor's,Ψηφιακά Συστήματα Πανεπιστήμιο Πειραιά,41126,41126,5,Ελλάδα,Αττική,Kotlin,Ναι,Mobile Apps
184,3/6/2024 12:47:51,Backend,Java,3,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,Λύκειο,,16800,16800,3,Ελλάδα,Αττική,Java,N/A,Backend
185,3/6/2024 12:52:59,Backend,PHP,9,Όχι,Άντρας,Απομακρυσμένα,Σέρρες,Σέρρες,51 - 100,Όχι,Master,Master Computer Science,26000,26000,9,Ελλάδα,Υπόλοιπη Ελλάδα,PHP,Ναι,Backend
186,3/6/2024 13:00:05,"Backend, Frontend",JavaScript,5,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,11 - 50,Όχι,Λύκειο,,27000,27000,5,Ελλάδα,Αττική,JavaScript,N/A,"Backend, Frontend"
187,3/6/2024 13:07:03,"Backend, Frontend","Python, PHP",8,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,1 - 10,Όχι,Bachelor's,Μηχανικός πληροφορικής,22400,22400,8,Ελλάδα,Αττική,"Python, PHP",Ναι,"Backend, Frontend"
188,3/6/2024 13:11:39,Embedded,"C++, Python",3,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,1 - 10,Όχι,Λύκειο,,14000,14000,3,Ελλάδα,Αττική,"C++, Python",N/A,FPGA / ASIC / Embedded
189,3/6/2024 13:14:47,Frontend,JavaScript,3,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Θεσσαλονίκη,11 - 50,Όχι,Λύκειο,,23520,23520,3,Ελλάδα,Υπόλοιπη Ελλάδα,JavaScript,N/A,Frontend
190,3/6/2024 13:58:15,"Frontend, Mobile apps","JavaScript, Kotlin, TypeScript",4,Όχι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,51 - 100,Όχι,Bachelor's,BSc at School of Informatics,19200,19200,4,Ελλάδα,Υπόλοιπη Ελλάδα,"JavaScript, Kotlin, TypeScript",Ναι,"Frontend, Mobile Apps"
191,3/6/2024 14:04:15,Frontend,JavaScript,1,Όχι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,1 - 10,Όχι,Λύκειο,,10400,10400,1,Ελλάδα,Αττική,JavaScript,N/A,Frontend
192,3/6/2024 14:14:51,Frontend,JavaScript,1,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,Master,Ηλεκτρολόγος Μηχανικός και μηχανικός υπολογιστών ,15120,15120,1,Ελλάδα,Αττική,JavaScript,Ναι,Frontend
193,3/6/2024 14:40:31,"Backend, Frontend","Java, JavaScript",2,Όχι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Αθήνα,11 - 50,Όχι,Bachelor's,Computer Science,16800,16800,2,Ελλάδα,Αττική,"Java, JavaScript",Ναι,"Backend, Frontend"
194,3/6/2024 14:59:04,"Backend, Frontend","JavaScript, Kotlin, TypeScript",5,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,"Regional and Financial Development, Panteion Uni",23216,23216,5,Ελλάδα,Αττική,"JavaScript, Kotlin, TypeScript",Όχι,"Backend, Frontend"
195,3/6/2024 16:48:33,"DevOps, Cybersecurity",Bash,1,Όχι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Αθήνα,11 - 50,Όχι,Bachelor's,Computer Science,19000,19000,1,Ελλάδα,Αττική,Bash,Ναι,"SRE / DevOps, Cybersecurity"
196,3/6/2024 18:50:38,Mobile apps,"Java, Kotlin",7,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,51 - 100,Όχι,ΙΕΚ,Foundation Degree,40000,40000,7,Ελλάδα,Αττική,"Java, Kotlin",Όχι,Mobile Apps
197,3/6/2024 19:05:51,Mobile apps,Dart,1,Ναι,Άντρας,Απομακρυσμένα,Καβάλα,Καβάλα,501+,Όχι,Bachelor's,BSc Πληροφορική,940,13160,1,Ελλάδα,Υπόλοιπη Ελλάδα,Dart,Ναι,Mobile Apps
198,3/6/2024 22:16:19,Mobile apps,Swift,6,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Πληροφορικη,38500,38500,6,Ελλάδα,Αττική,Swift,Ναι,Mobile Apps
199,3/6/2024 22:26:16,Frontend,JavaScript,4,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,101 - 200,Όχι,Bachelor's,Agricultural Engineer ,28000,28000,4,Ελλάδα,Αττική,JavaScript,Όχι,Frontend
200,3/6/2024 23:07:12,Mobile apps,Kotlin,6,Όχι,Άντρας,Απομακρυσμένα,Βόλος ,Αθήνα,101 - 200,Όχι,Master,Πληροφορικής και τεχνολογίας υπολογιστών ,24000,24000,6,Ελλάδα,Αττική,Kotlin,Ναι,Mobile Apps
201,3/7/2024 10:32:44,"Backend, Frontend",JavaScript,6,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,201 - 500,Ναι,Bachelor's,Διοικητικής Επιστήμης και Τεχνολογίας (ΑΣΟΕΕ),30000,30000,6,Ελλάδα,Αττική,JavaScript,Όχι,"Backend, Frontend"
202,3/7/2024 12:39:16,Mobile apps,Kotlin,4,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Computer Science,25244,25244,4,Ελλάδα,Αττική,Kotlin,Ναι,Mobile Apps
203,3/7/2024 13:03:09,"Backend, Frontend","JavaScript, PHP",2,Ναι,Άντρας,Απομακρυσμένα,Ηγουμενίτσα,Αθήνα,11 - 50,Όχι,Bachelor's,Μηχανικων πληροφορικης,15022,15022,2,Ελλάδα,Αττική,"JavaScript, PHP",Ναι,"Backend, Frontend"
204,3/7/2024 14:28:22,Mobile apps,Swift,7,Ναι,Άντρας,Απομακρυσμένα,Berlin,Berlin,201 - 500,Ναι,Bachelor's,Μηχανικός Λογισμικού από ΤΕΙ Θεσσαλονίκης,48331,48331,7,Εξωτερικό,-,Swift,Ναι,Mobile Apps
205,3/7/2024 15:44:50,"Backend, Frontend","C#, JavaScript",6,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Ναι,Bachelor's,Μηχανικός Αυτοματισμού,32200,32200,6,Ελλάδα,Αττική,"C#, JavaScript",Ναι,"Backend, Frontend"
206,3/7/2024 19:02:50,"Backend, Frontend","JavaScript, PHP",18,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,Bachelor's,Μηχανικός Ηλεκτρονικών Υπολογιστικών Συστημάτων,28000,28000,10+,Ελλάδα,Αττική,"JavaScript, PHP",Ναι,"Backend, Frontend"
207,3/7/2024 21:05:23,Mobile apps,Dart,1,Όχι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,1 - 10,Όχι,Λύκειο,,13300,13300,1,Ελλάδα,Αττική,Dart,N/A,Mobile Apps
208,3/7/2024 22:27:39,"Backend, Frontend","JavaScript, PHP",1,Ναι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,11 - 50,Ναι,Master,Πληροφορική και Εφαρμογές,11201,11201,1,Ελλάδα,Αττική,"JavaScript, PHP",Ναι,"Backend, Frontend"
209,3/8/2024 0:14:23,"Backend, Frontend",Java,2,Όχι,Άντρας,Και τα δύο,Ιωάννινα,,501+,Όχι,Bachelor's,Ηλεκτρολόγου Μηχανικού και Μηχανικού Υπολογιστών,30000,30000,2,Ελλάδα,Υπόλοιπη Ελλάδα,Java,Ναι,"Backend, Frontend"
210,3/8/2024 9:42:30,Mobile apps,Kotlin,3,Ναι,Άντρας,Και τα δύο,Λευκωσία,Λεμεσό,51 - 100,Όχι,Bachelor's,Ηλεκτρολόγος Μηχανικός ,25000,25000,3,Εξωτερικό,-,Kotlin,Ναι,Mobile Apps
211,3/8/2024 10:16:16,Backend,Ruby,9,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Ναι,Master,Μηχανικός Ηλεκτρονικών Υπολογιστών και Πληροφορικής,35400,35400,9,Ελλάδα,Αττική,Ruby,Ναι,Backend
212,3/8/2024 10:52:39,Mobile apps,Kotlin,8,Ναι,Άντρας,Απομακρυσμένα,Πάτρα,Αθήνα,501+,Όχι,Master,"University of PiraeusUniversity of Piraeus Master's degree, Advanced Informatics and Computing Systems, Department of Informatics",31000,31000,8,Ελλάδα,Αττική,Kotlin,Ναι,Mobile Apps
213,3/8/2024 11:21:18,Mobile apps,C#,1,Ναι,Άντρας,Στον χώρο του εργοδότη,Θεσσαλονίκη,Θεσσαλονίκη,501+,Όχι,Bachelor's,Data Science,15400,15400,1,Ελλάδα,Υπόλοιπη Ελλάδα,C#,Ναι,Mobile Apps
214,3/8/2024 12:24:51,"Backend, Frontend, AI / ML","Java, Python, JavaScript",1,Ναι,Άντρας,Στον χώρο του εργοδότη,Θεσσαλονίκη,Θεσσαλονίκη,501+,Ναι,Bachelor's,Εφαρμοσμένης Πληροφορικής - Πληροφοριακά Συστήματα,12732,12732,1,Ελλάδα,Υπόλοιπη Ελλάδα,"Java, Python, JavaScript",Ναι,"Backend, Frontend, AI / ML"
215,3/8/2024 13:41:58,Mobile apps,"Swift, Kotlin",8,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,51 - 100,Ναι,Bachelor's,Informatics and Telematics,18725,18725,8,Ελλάδα,Αττική,"Swift, Kotlin",Ναι,Mobile Apps
216,3/8/2024 18:07:45,"Embedded, go backend σε linux που ελέγχει fpga κά",Go,15,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,Bachelor's,ΗΛΕΚΤΡΟΝΙΚΌΣ,32000,32000,10+,Ελλάδα,Αττική,Go,Ναι,FPGA / ASIC / Embedded
217,3/9/2024 13:59:15,"Backend, Frontend",Java,1,Ναι,Άντρας,Και τα δύο,Πάτρα,Πάτρα,501+,Όχι,Master,ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΥΠΟΛΟΓΙΣΤΩΝ,17500,17500,1,Ελλάδα,Υπόλοιπη Ελλάδα,Java,Ναι,"Backend, Frontend"
218,3/9/2024 21:31:48,Frontend,JavaScript,5,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Computer science,26820,26820,5,Ελλάδα,Αττική,JavaScript,Ναι,Frontend
219,3/10/2024 11:16:16,"Backend, Frontend, Desktop apps",C#,2,Όχι,Άντρας,Στον χώρο του εργοδότη,Θεσσαλονίκη,,201 - 500,Όχι,Bachelor's,BSc in Food Technology,15000,15000,2,Ελλάδα,Υπόλοιπη Ελλάδα,C#,Όχι,"Backend, Frontend, Desktop Apps"
220,3/10/2024 23:39:38,Mobile apps,Kotlin,3,Ναι,Άντρας,Και τα δύο,Θεσσαλονίκη,Θεσσαλονίκη,101 - 200,Όχι,Bachelor's,Τμήμα Μηχανικών Πληροφορικής και Ηλεκτρονικών Συστημάτων,26643,26643,3,Ελλάδα,Υπόλοιπη Ελλάδα,Kotlin,Ναι,Mobile Apps
221,3/11/2024 13:25:45,Mobile apps,"Java, Kotlin",3,Όχι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Θεσσαλονίκη,101 - 200,Όχι,Master,"Bsc: ΤΕΦΑΑ, Msc: Master in Health Science",21000,21000,3,Ελλάδα,Υπόλοιπη Ελλάδα,"Java, Kotlin",Όχι,Mobile Apps
222,3/11/2024 19:02:12,Backend,C++,1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Πληροφορικής και τηλεπικοινωνιών ,16100,16100,1,Ελλάδα,Αττική,C++,Ναι,Backend
223,3/15/2024 22:55:55,Frontend,JavaScript,2,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,ΙΕΚ,ΤΕΧΝΙΚΟΣ ΕΦΑΡΜΟΓΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ ΚΑΙ VIDEO GAMES,18000,18000,2,Ελλάδα,Αττική,JavaScript,Ναι,Frontend
224,3/16/2024 17:42:26,Backend,C#,5,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,51 - 100,Όχι,Λύκειο,,1800,25200,5,Ελλάδα,Αττική,C#,N/A,Backend
225,3/17/2024 11:33:18,DevOps,Bash,2,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,51 - 100,Όχι,Bachelor's,Physics,21720,21720,2,Ελλάδα,Αττική,Bash,Όχι,SRE / DevOps
226,3/17/2024 15:16:09,Backend,Java,2,Όχι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,11 - 50,Όχι,Master,"Πτυχίο σε Πληροφορική & Τηλεπικοινωνίες, Μεταπτυχιακό σε Επιστήμη Υπολογιστών",21250,21250,2,Ελλάδα,Αττική,Java,Ναι,Backend
227,3/18/2024 22:03:44,"Backend, DevOps","C#, Bash",6,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,101 - 200,Ναι,Bachelor's,Μηχανικός Πληροφορικής ,35905,35905,6,Ελλάδα,Αττική,"C#, Bash",Ναι,"Backend, SRE / DevOps"
228,3/19/2024 15:06:30,Mobile apps,Swift,5,Ναι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,51 - 100,Όχι,Master,Electrical and Computer Engineering,35000,35000,5,Ελλάδα,Αττική,Swift,Ναι,Mobile Apps
229,3/19/2024 15:24:38,Backend,Java,9,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,201 - 500,Όχι,Master,"B.Sc. Computer Science, M.Sc. Computer Systems Technology",29800,29800,9,Ελλάδα,Αττική,Java,Ναι,Backend
230,3/19/2024 20:26:06,Mobile apps,Dart (Flutter),3,Ναι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,,1 - 10,Όχι,Bachelor's,Μηχανικός Πληροφορικής ,20300,20300,3,Ελλάδα,Αττική,Dart,Ναι,Mobile Apps
231,3/19/2024 23:20:33,Frontend,JavaScript,2,Όχι,Άντρας,Στον χώρο του εργοδότη,Θεσσαλονίκη,Θεσσαλονίκη,11 - 50,Όχι,Λύκειο,,14000,14000,2,Ελλάδα,Υπόλοιπη Ελλάδα,JavaScript,N/A,Frontend
232,3/20/2024 0:01:24,"Backend, Frontend","JavaScript, PHP",5,Ναι,Άντρας,Και τα δύο,Amsterdam,Amsterdam,11 - 50,Ναι,Bachelor's,Software Engineer,50400,50400,5,Εξωτερικό,-,"JavaScript, PHP",Ναι,"Backend, Frontend"
233,3/20/2024 12:06:43,Backend,"JavaScript, PHP",5,Ναι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,11 - 50,Όχι,Λύκειο,,19600,19600,5,Ελλάδα,Αττική,"JavaScript, PHP",N/A,Backend
234,3/20/2024 12:13:18,BI,"Python, SQL",2,Όχι,Γυναίκα,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Bachelor's,Μαθηματικό,16800,16800,2,Ελλάδα,Αττική,"Python, SQL",Όχι,BI / Data Analysis
235,3/20/2024 12:25:48,"Backend, Frontend","JavaScript, PHP, Go",6,Ναι,Άντρας,Απομακρυσμένα,Καρπενήσι,Καρπενήσι,11 - 50,Όχι,Bachelor's,Μηχανικών Πληροφορικής και Υπολογιστών,25000,25000,6,Ελλάδα,Υπόλοιπη Ελλάδα,"JavaScript, PHP, Go",Ναι,"Backend, Frontend"
236,3/20/2024 12:26:38,"Backend, Frontend","C#, JavaScript, TypeScript",2,Όχι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Αθήνα,1 - 10,Όχι,Bachelor's,ΑΠΘ Πτυχίο Πληροφορικής,19900,19900,2,Ελλάδα,Αττική,"C#, JavaScript, TypeScript",Ναι,"Backend, Frontend"
237,3/20/2024 12:33:11,ERP,"Python, JavaScript",5,Όχι,Άντρας,Στον χώρο του εργοδότη,Αθήνα,Αθήνα,1 - 10,Όχι,Master,BSc - Computer Science,14000,14000,5,Ελλάδα,Αττική,"Python, JavaScript",Ναι,"Backend, Frontend"
238,3/20/2024 12:55:09,Backend,Java,1,Όχι,Άντρας,Και τα δύο,Αθήνα,Αθήνα,501+,Όχι,Master,"M.Eng, Computer Science and Engineering",15500,15500,1,Ελλάδα,Αττική,Java,Ναι,Backend
239,3/20/2024 13:07:25,Mobile apps,Kotlin,3,Όχι,Άντρας,Και τα δύο,London,London,101 - 200,Όχι,Bachelor's,Computer Science,51782,51782,3,Εξωτερικό,-,Kotlin,Ναι,Mobile Apps
240,3/20/2024 13:14:01,Backend,"Python, PHP, Go",7,Ναι,Άντρας,Απομακρυσμένα,Berlin,Berlin,101 - 200,Ναι,Λύκειο,,49364,49364,7,Εξωτερικό,-,"Python, PHP, Go",N/A,Backend
241,3/20/2024 13:18:26,"Backend, Frontend",Typescript,6,Όχι,Άντρας,Και τα δύο,Αθήνα,,201 - 500,Όχι,Bachelor's,Πληροφορική και Τηλεπικοινωνίες,28350,28350,6,Ελλάδα,Αττική,TypeScript,Ναι,"Backend, Frontend"
242,3/20/2024 13:23:14,Mobile apps,"Swift, Objective-C",1,Όχι,Άντρας,Απομακρυσμένα,Καρδίτσα,Καρδίτσα,101 - 200,Όχι,Master,"Master of Engineering - MEng, Computer Science and Engineering",1200,16800,1,Ελλάδα,Υπόλοιπη Ελλάδα,"Swift, Objective-C",Ναι,Mobile Apps
243,3/20/2024 13:25:05,"Backend, Frontend","C#, JavaScript",3,Όχι,Άντρας,Απομακρυσμένα,Αθήνα,Αθήνα,501+,Όχι,Λύκειο,,22400,22400,3,Ελλάδα,Αττική,"C#, JavaScript",N/A,"Backend, Frontend"
244,3/20/2024 13:28:42,Mobile apps,JavaScript,2,Όχι,Άντρας,Απομακρυσμένα,Πάτρα,Πάτρα,1 - 10,Όχι,Master,Μηχανικός Η/Υ & Πληροφορικής,18000,18000,2,Ελλάδα,Υπόλοιπη Ελλάδα,JavaScript,Ναι,Mobile Apps
245,3/20/2024 13:48:23,"Backend, Frontend","JavaScript, PHP",5,Ναι,Άντρας,Απομακρυσμένα,Θεσσαλονίκη,Θεσσαλονίκη,11 - 50,Όχι,Bachelor's,Software Engineering ,23000,23000,5,Ελλάδα,Υπόλοιπη Ελλάδα,"JavaScript, PHP",Ναι,"Backend, Frontend"
